price,rating,processor,cpu cores,processor speed,gpu,ram,ram type,storage,storage type,memory card support,os,ui,display size,display type,display resolution,refresh rate,touch sampling rate,hdr support,rear camera,rear camera sensor,rear camera features,front camera,video recording,battery,charging speed,charging type,wireless charging,reverse charging,charging port,sim slots,network support,wifi,bluetooth,nfc,gps,fingerprint sensor,face unlock,stereo speakers,dolby atmos,3.5mm jack,build material,weight,ip rating,haptics,notification led,cooling system,bloatware
"₹21,999",83.0,Snapdragon  695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹19,999",83.0,Snapdragon  695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,999",87.0,Dimensity 800U,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.67 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹27,999",85.0,Dimensity 1080,Octa Core,2.6 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,No,Android v13,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,499",80.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.58 inches,Not specified,1080 x 2408 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,44W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,478",81.0,Exynos  1280,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2400 px,120 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP Quad Rear,Not specified,Not specified,8 MP Front Camera,Not specified,6000 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,936",76.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.43 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP Quad Rear,Not specified,Not specified,13 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹8,950",64.0,Unisoc T612,Octa Core,1.8 GHz Processor,Not specified,3 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.5 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 0.3 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,Not specified,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹12,489",68.0,Helio P35,Octa Core,2.3 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.51 inches,Not specified,720 x 1600 px Display with Water Drop Notch,Not specified,Not specified,Not specified,13 MP + 2 MP Dual Rear,Not specified,Not specified,5 MP Front Camera,Not specified,5000 mAh,10W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹42,999",Not specified,Snapdragon 7 Gen1,Octa Core,2.36 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.7 inches,Not specified,1080 x 2412 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP Quad Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,999",79.0,Exynos 1330,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v13,Not specified,6.6 inches,Not specified,1080 x 2408 px,90 Hz Display with Water Drop Notch,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,13 MP Front Camera,Not specified,5000 mAh,15W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹29,999",82.0,Dimensity 8200,Octa Core,3.1 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.78 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,120W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹11,990",64.0,Snapdragon 480+,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,32 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.5 inches,Not specified,720 x 1600 px,90 Hz Display,Not specified,Not specified,13 MP Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,999",83.0,Snapdragon 695,Octa Core,2.2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,30W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹13,999",74.0,Helio G99,Octa Core,2.2 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.4 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,965",75.0,Dimensity 810 5G,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2408 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 2 MP + 2 MP Triple Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹74,999",82.0,Bionic A15,Hexa Core,3.22 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,No,iOS v16,Not specified,6.7 inches,Not specified,1284 x 2778 px Display with Small Notch,Not specified,Not specified,Not specified,12 MP + 12 MP Dual Rear,Not specified,Not specified,12 MP Front Camera,Not specified,4325 mAh,Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,999",78.0,Helio G95,Octa Core,2.05 GHz Processor,Not specified,6 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.43 inches,Not specified,1080 x 2400 px Display with Punch Hole,Not specified,Not specified,Not specified,64 MP Quad Rear,Not specified,Not specified,13 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹84,990",89.0,Snapdragon 8 Gen2,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.6 inches,Not specified,1080 x 2340 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 12 MP + 10 MP Triple Rear,Not specified,Not specified,12 MP Front Camera,Not specified,4700 mAh,45W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹10,499",75.0,Snapdragon 680,Octa Core,2.4 GHz Processor,Not specified,4 GB RAM,Not specified,64 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.55 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹17,990",78.0,Dimensity 720,Octa Core,2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Bluetooth,Not specified,6.67 inches,Not specified,1080 x 2460 px,120 Hz Display with Punch Hole,Not specified,Not specified,108 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,67W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹29,990",85.0,Snapdragon 870,Octa Core,3.2 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.78 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,64 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,50 MP Front Camera,Not specified,4600 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹18,499",79.0,Snapdragon  680,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.6 inches,Not specified,1080 x 2408 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP Quad Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,25W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹16,499",75.0,Helio G70,Octa Core,2 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v12,Not specified,6.55 inches,Not specified,720 x 1612 px Display with Water Drop Notch,Not specified,Not specified,Not specified,50 MP + 2 MP Dual Rear,Not specified,Not specified,8 MP Front Camera,Not specified,5000 mAh,18W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹14,999",81.0,Dimensity  810 5G,Octa Core,2.4 GHz Processor,Not specified,6 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,Android v11,Not specified,6.6 inches,Not specified,1080 x 2400 px,90 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP Dual Rear,Not specified,Not specified,16 MP Front Camera,Not specified,5000 mAh,33W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster",Not specified,Not specified,No,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹35,499",86.0,Dimensity 8200,Octa Core,3.1 GHz Processor,Not specified,8 GB RAM,Not specified,256 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.78 inches,Not specified,1080 x 2400 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 8 MP + 2 MP Triple Rear,Not specified,Not specified,50 MP Front Camera,Not specified,4600 mAh,66W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
"₹60,999",89.0,Snapdragon  8 Gen1,Octa Core,3 GHz Processor,Not specified,8 GB RAM,Not specified,128 GB inbuilt,Not specified,Yes,No FM Radio,Not specified,6.7 inches,Not specified,1440 x 3216 px,120 Hz Display with Punch Hole,Not specified,Not specified,50 MP + 48 MP + 8 MP Triple Rear,Not specified,Not specified,32 MP Front Camera,Not specified,5000 mAh,80W Fast Charging,Not specified,No,No,USB Type-C,Dual SIM,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC",Not specified,Not specified,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
